id,num_certificado,nombre_advc,superficie_certificada,municipio,estado,certification_year,vigencia,tipo_propietario,principales_ecosistemas,region_conanp
291,CONANP-259/2011,Área de Conservación Ecológica de Zitlaltepec,"2,648.89",Metlatonoc,Guerrero,2011,30,"Ejido
(Tierras de Uso Común)","bosque de encino, bosque de pino-encino",Centro y Eje Neovolcánico
292,CONANP-260/2011,Centro de Educación Ambiental Finca San Luis,14.049018,Temozón,Yucatán,2011,15,Persona física,selva mediana subcaducifolia ,Península de Yucatán y Caribe Mexicano
293,CONANP-261/2011,Área de Conservación Ecológica de Totomixtlahuaca,"4,160.87",Tlacoapa,Guerrero,2011,30,"Comunidad 
(Bienes comunales)","bosque de pino-encino, bosque mesófilo, selva mediana subcaducifolia, selva baja caducifolia",Centro y Eje Neovolcánico
294,CONANP-262/2011,Santuario Cañada de la Virgen,"5,001.00",San Miguel de Allende,Guanajuato,2011,99,Persona moral,"matorral desértico crasicaule, pradera, chaparral de encino, selva baja caducifolia, bosque en galería",Occidente y Pacífico Centro
295,CONANP-263/2011,Barranca Honda 3,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
296,CONANP-264/2011,Arroyo Mamey,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
297,CONANP-265/2011,Paraje ,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
298,CONANP-266/2011,El Zapote ,7.196741,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
299,CONANP-267/2011,La Piedra Boluda,15,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
300,CONANP-268/2011,El Ciruelo,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
301,CONANP-269/2011,Cerro Zanate,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
302,CONANP-270/2011,El Limón 2,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
303,CONANP-271/2011,El Sepudo 2,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
304,CONANP-272/2011,Barranca Honda 2,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
305,CONANP-273/2011,Los Limos,4,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
306,CONANP-274/2011,La Vainilla,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
307,CONANP-275/2011,Toncano,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
308,CONANP-276/2011,La Vainilla 2,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
309,CONANP-277/2011,Área de Conservación Agua de Obispo,220,Mochitlán,Guerrero,2011,99,Persona física,"selva mediana subcaducifolia, bosque de pino encino, bosque de encino, bosque mesófilo",Centro y Eje Neovolcánico
310,CONANP-278/2011,Tierra Perdida,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
311,CONANP-279/2011,Cerro del Naranjo 2,2,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
312,CONANP-280/2011,Arroyo Miel,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
313,CONANP-281/2011,Arroyo Choco,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
314,CONANP-282/2011,El Sepudo 3,3.275005,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
315,CONANP-283/2011,El Pantano 2,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
316,CONANP-284/2011,El Sepudo 4,4.178316,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
317,CONANP-285/2011,Tres Cerros 2,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
318,CONANP-286/2011,El Camalote 2,1.263889,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
319,CONANP-287/2011,El Palmar 2,2,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
320,CONANP-288/2011,El Palmar  ,4.647803,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
321,CONANP-289/2011,El Camalote  ,2,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
322,CONANP-290/2011,"Cerro El Ocote, La Parcela y El Puma Rosa",7,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
323,CONANP-291/2011,El Ceibo,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
324,CONANP-292/2011,Cerro del Naranjo  ,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
325,CONANP-293/2011,La Barrera,2.720566,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
326,CONANP-294/2011,El Zorro,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
327,CONANP-295/2011,Barranca Honda 1,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
328,CONANP-296/2011,El Sepudo,2,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
329,CONANP-297/2011,Tres Cerros  ,1,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
330,CONANP-298/2011,El Pantano  ,7,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
331,CONANP-299/2011,Rincón del Limo,2,Ometepec,Guerrero,2011,99,"Ejido 
(Parcela)",selva mediana subcaducifolia,Centro y Eje Neovolcánico
332,CONANP-300/2011,Área de Conservación Cañada del Iris,792,Atoyac de Álvarez,Guerrero,2011,99,Persona física,"bosque mesófilo de montaña, bosque de pino encino, bosque alpino, bosque de encino, selva mediana subcaducifolia",Centro y Eje Neovolcánico
333,CONANP-301/2011,Área Natural Protegida El Nacimiento,204.453,Tlaxco,Tlaxcala,2011,15,Persona física,"bosque alpino de abies, bosque de pino encino, pradera",Centro y Eje Neovolcánico
334,CONANP-302/2011,El Campanario-Laacanloo Cruz,"4,902.97",San Pablo Villa de Mitla,Oaxaca,2011,15,"Comunidad 
(Bienes comunales)","bosque de pino-encino, bosque de pino, selva baja caducifolia, matorral xerófilo, pastizal",Frontera Sur Istmo y Pacífico Sur
335,CONANP-303/2011,El Fuerte,988.12,San Pablo Villa de Mitla,Oaxaca,2011,15,"Ejido
(Tierras de Uso Común)","bosque de pino-encino, bosque de pino, selva baja caducifolia, matorral xerófilo, pastizal",Frontera Sur Istmo y Pacífico Sur
336,CONANP-304/2011,Área Natural Protegida al Final de La Senda,19.5897,Tlaxco,Tlaxcala,2011,15,Persona física,"bosque alpino de abies, bosque de pino encino, pradera inducida",Centro y Eje Neovolcánico
337,CONANP-306/2011,"Bosque Mágico de Piedra Canteada, Santuario de La Luciérnaga, Área Natural Protegida",632.2768,Nanacamilpa de Mariano Arista,Tlaxcala,2011,15,Persona moral,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
338,CONANP-307/2012,Área de Conservación Ecológica de San Bartolomé Tlaquiltepec,"1,537.80",Huamuxtitlán,Guerrero,2012,30,"Comunidad 
(Bienes comunales)","selva baja caducifolia, bosque de encino, matorral gipsófilo, bosque en galería",Centro y Eje Neovolcánico
339,CONANP-308/2012,Área de Conservación Ecológica de Cualac,"6,958.04",Cualac,Guerrero,2012,30,"Comunidad 
(Bienes comunales)","selva baja caducifolia, sabana de encino, bosque en galería",Centro y Eje Neovolcánico
340,CONANP-309/2012,Ojo de Agua,2,Ometepec,Guerrero,2012,99,"Ejido 
(Parcela)","selva baja caducifolia, selva mediana subcaducifolia",Centro y Eje Neovolcánico
341,CONANP-310/2012,Rumbo a Agua Fría,2,Ometepec,Guerrero,2012,99,"Ejido 
(Parcela)","selva baja caducifolia, selva mediana subcaducifolia",Centro y Eje Neovolcánico
342,CONANP-311/2012,Cerro de San Marcos,2,Ometepec,Guerrero,2012,99,"Ejido 
(Parcela)","selva baja caducifolia, selva mediana subcaducifolia",Centro y Eje Neovolcánico
343,CONANP-312/2012,El Camalote 3,2,Ometepec,Guerrero,2012,99,"Ejido 
(Parcela)","selva baja caducifolia, selva mediana subcaducifolia",Centro y Eje Neovolcánico
344,CONANP-313/2012,Área Natural Protegida Santuario de La Luciernaga,195,Nanacamilpa de Mariano Arista,Tlaxcala,2012,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
345,CONANP-315/2012,Pequeña Propiedad de Melquiades Flores Francisco denominada El Mirador,73.0179,San Juan Guichicovi,Oaxaca,2012,15,Persona física,selva alta perennifolia y selva mediana subcaducifolia,Frontera Sur Istmo y Pacífico Sur
346,*CONANP-316/2012,Servidumbre Ecológica para La Conservación Costera y Terrestre Rancho San Cristobál-Majibén,538.501457,Mulegé,Baja California Sur,2012,99,Persona física,selva alta perennifolia y selva mediana subcaducifolia,Península de Baja California y Pacífico Norte
347,CONANP-317/2012,El Aribabi Fracción B,"3,955.18",Ímuris,Sonora,2012,15,Persona física,"matorral xerófilo de mezquite/sahuaro/nopal, pastizal con yuca, galerías de sauce/platanus, sabana de pino/encino/junípero, bosque de encino, bosque de pino-encino, vegetación acuática",Noroeste y Alto Golfo de California
348,CONANP-318/2012,Fracción C del Predio Rústico Los Güerigos ,"2,698.38",Ímuris,Sonora,2012,15,Persona moral,"matorral xerófilo de mezquite/sahuaro/nopal, pastizal con yuca, galerías de sauce/platanus, sabana de pino/encino/junípero, bosque de encino, bosque de pino-encino, vegetación acuática",Noroeste y Alto Golfo de California
349,CONANP-319/2012,"Predio Potrero de Los silos, Potrero Los Amorosos y Predio Los Vallecitos","2,195.38",Ímuris,Sonora,2012,15,Persona moral,"matorral xerófilo de mezquite/sahuaro/nopal, pastizal con yuca, galerías de sauce/platanus, sabana de pino/encino/junípero, bosque de encino, bosque de pino-encino, vegetación acuática",Noroeste y Alto Golfo de California
350,CONANP-320/2012,Zona de Restauración Ecológica del Lobo Mexicano La Encantada,"7,936.78",General Zaragoza,Nuevo León,2012,99,"Ejido
(Tierras de Uso Común)","bosque alpino, bosque de pino, bosque de pino encino, bosque mesófilo, bosque de galería, chaparral, matorral desértico rosetófilo, matorral desértico micrófilo,pastizal inducido",Noreste y Sierra Madre Oriental
351,CONANP-321/2012,Zona de Restauración Ecológica del Lobo Mexicano San Francisco,"3,293.89",General Zaragoza,Nuevo León,2012,99,"Ejido
(Tierras de Uso Común)","bosque alpino, bosque de pino, bosque de pino encino, chaparral, matorral desértico rosetófilo, matorral desértico micrófilo, pastizal inducido",Noreste y Sierra Madre Oriental
352,CONANP-322/2012,Parcela No 349 Z-1 P1/1,395.599382,Asunción Ixtaltepec,Oaxaca,2012,15,"Ejido 
(Parcela)","selva baja caducifolia, selva mediana subcaducifolia, sabana de pino-encino, bosque de pino-encino",Frontera Sur Istmo y Pacífico Sur
353,*CONANP-323/2012,Reserva Natural Zafiro,280.480182,La Huerta,Jalisco,2012,50,Persona moral,"selva baja caducifolia, selva mediana subcaducifolia, bosque en galería, manglar, vegetación acuática",Occidente y Pacífico Centro
354,CONANP-325/2012,Las Maravillas Lote 21,142.2,San Juan Guichicovi,Oaxaca,2012,15,Persona física,selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
355,CONANP-326/2012,Área de Conservación Ecológica de Santa Cruz,"1,014.89",Huamuxtitlán,Guerrero,2012,30,"Comunidad 
(Bienes comunales)","selva baja caducifolia, bosque de encino, matorral gipsófilo",Centro y Eje Neovolcánico
356,CONANP-327/2012,Barranca del Ángel,105,Tlaxiaco,Oaxaca,2012,15,Persona física,"bosque de pino-encino, bosque de pino",Frontera Sur Istmo y Pacífico Sur
357,CONANP-328/2012,San José de Los Amates,17.0016,Santo Domingo Zanatepec,Oaxaca,2012,15,Persona física,"pradera, chaparral, galerías de sauce/platanus, sabana de pino/encino/junípero",Frontera Sur Istmo y Pacífico Sur
358,CONANP-330/2012,El Campanario ,26,Chiautla de Tapia,Puebla,2012,20,Persona física,"selva baja caducifolia, matorral espinoso",Centro y Eje Neovolcánico
359,CONANP-331/2012,Palos Caídos,33.0954,Zacatlán,Puebla,2012,50,Persona física,bosque de pino-encino,Planicie Costera y Golfo de México
360,CONANP-332/2012,Area Natural Protegida Cuarta Fracción de Santa Clara El Corte,29,Nanacamilpa de Mariano Arista,Tlaxcala,2012,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
361,CONANP-333/2012,Area Natural Protegida Segunda Fracción de Santa Clara El Corte,28.08,Nanacamilpa de Mariano Arista,Tlaxcala,2012,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
362,CONANP-334/2012,Area Natural Protegida Primera Fracción de Santa Clara El Corte,28.22,Nanacamilpa de Mariano Arista,Tlaxcala,2012,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
363,CONANP-335/2012,Area Natural Protegida Tercera Fracción de Santa Clara El Corte,28.08,Nanacamilpa de Mariano Arista,Tlaxcala,2012,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
364,CONANP-336/2012,Area Natural Protegida La Cruz,14.7263,Tlaxco,Tlaxcala,2012,15,Persona física,bosque alpino de abies,Centro y Eje Neovolcánico
365,CONANP-337/2012,"Área de Conservación, Protección y Desarrollo Silvopastoril Acahuizotla","1,998.82",Chilpancingo de los Bravo,Guerrero,2012,99,"Ejido
(Tierras de Uso Común)","selva baja caducifolia, selva mediana subcaducifolia, bosque mesófilo de montaña, bosque de pino encino, bosque de encino. ",Centro y Eje Neovolcánico
366,CONANP-338/2012,Cerro de La Culebra,464,San Marcos Arteaga,Oaxaca,2012,15,"Comunidad 
(Bienes comunales)","bosque de encino, palmar, selva baja caducifolia, matorral xerófilo",Frontera Sur Istmo y Pacífico Sur
367,CONANP-339/2012,Área Natural Protegida Tenexac,478.794,Terrenate,Tlaxcala,2012,15,Persona física,"bosque de pino encino (relictos), matorral",Centro y Eje Neovolcánico
368,CONANP-340/2012,Área Natural Protegida Fracción Cuatro de San José El Manantial,41.9403,Tlaxco,Tlaxcala,2012,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
369,CONANP-341/2012,Área Natural Protegida Fracción Número Cinco de San José El Manantial,41.9346,Tlaxco,Tlaxcala,2012,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
370,CONANP-342/2012,Área Natural Protegida Fracción Dos de San José El Manantial,41.9472,Tlaxco,Tlaxcala,2012,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
371,CONANP-343/2012,Área de Uso Común del Núcleo Agrario El Barrio de la Soledad,"3,565.80",Barrio de la Soledad,Oaxaca,2012,15,"Comunidad 
(Bienes comunales)","selva alta perennifolia, selva mediana perennifolia",Frontera Sur Istmo y Pacífico Sur
372,CONANP-344/2013,Tierras de Uso Común del Ejido San Juanito,324.7390652,San Juan Guichicovi,Oaxaca,2013,15,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
373,CONANP-345/2013,Zona de Uso Común I y II,44.5715022,San Juan Guichicovi,Oaxaca,2013,15,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
374,CONANP-346/2013,Reserva Ecológica Llanos de Magdalena,621.551945,Comondú,Baja California Sur,2013,99,Persona moral,"matorral xerófilo halófito, matorral xerófilo micrófilo, matorral xerófilo sarco-crasicaule, manglar",Península de Baja California y Pacífico Norte
375,CONANP-347/2013,Reserva Natural El Portezuelo I,"1,323.05",La Paz,Baja California Sur,2013,99,Persona moral,"matorral xeroripario, matorral xerófilo sarcocrasicaule, oasis y manantiales",Península de Baja California y Pacífico Norte
376,CONANP-348/2013,Reserva Natural El Portezuelo II,925.705033,La Paz,Baja California Sur,2013,99,Persona moral,"matorral xeroripario, matorral xerófilo sarcocrasicaule, oasis y manantiales",Península de Baja California y Pacífico Norte
377,CONANP-349/2013,Reserva Natural El Portezuelo III,384.667621,Loreto,Baja California Sur,2013,99,Persona moral,"matorral xeroripario, matorral xerófilo sarcocrasicaule, oasis y manantiales",Península de Baja California y Pacífico Norte
378,CONANP-350/2013,El Gavilán,"1,130.46",Santa María Tonameca,Oaxaca,2013,15,"Comunidad 
(Bienes comunales)","selva alta perennifolia, bosque mesófilo de montaña, bosque de pino-encino",Frontera Sur Istmo y Pacífico Sur
379,*CONANP-351/2013,Costa Salvaje  WildLands,"3,469.06",Ensenada,Baja California,2013,99,Persona moral,"matorral xerófilo sarco-crasicaule, matorral xerófilo halófito",Península de Baja California y Pacífico Norte
380,CONANP-352/2013,Los Fresnos,"3,876.54",Santa Cruz,Sonora,2013,99,Persona moral,"pradera, chaparral, galerías de sauce/platanus, sabana de pino/encino/junípero, ecosistemas acuáticos",Noroeste y Alto Golfo de California
381,CONANP-353/2013,Ha'Bin,90,Uayma,Yucatán,2013,30,Persona física,"selva baja caducifolia, selva mediana subcaducifolia",Península de Yucatán y Caribe Mexicano
382,CONANP-354/2013,"Área Natural Protegida Primera Fracción, de la Fracción Dos del Predio Sin Construcción Denominado Ojo de Agua",13.810686,Tlaxco,Tlaxcala,2013,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
383,CONANP-355/2013,Kitam,47.45,Dzitas y Tinum,Yucatán,2013,30,Persona física,"selva baja caducifolia, selva mediana subcaducifolia",Península de Yucatán y Caribe Mexicano
384,*CONANP-357/2013,Reserva Privada Moon Palace,315.731,Benito Juárez,Quintana Roo,2013,15,Persona moral,"manglar, pastizal, tasistal, selva baja caducifolia",Península de Yucatán y Caribe Mexicano
385,CONANP-358/2013,Dos Farallones (El Vigía),108.99,Tututepec de Melchor Ocampo,Oaxaca,2013,25,Persona física,"selva baja caducifolia, selva mediana subcaducifolia, comunidad costera, manglar, matorral xerófilo",Frontera Sur Istmo y Pacífico Sur
386,CONANP-359/2013,Área Natural Protegida Ejido El Rosario,"1,269.26",Tlaxco,Tlaxcala,2013,15,"Ejido
(Tierras de Uso Común)","bosque alpino de abies, bosque de pino-encino",Centro y Eje Neovolcánico
387,CONANP-360/2013,Reserva Natural Valle Tranquilo,"3,691.20",Ensenada,Baja California,2013,99,Persona moral,matorral rosetófilo costero,Península de Baja California y Pacífico Norte
388,CONANP-361/2013,Danii Idoo (Cerro Iglesia),"3,148.44",Villa Díaz Ordaz,Oaxaca,2013,15,"Comunidad 
(Bienes comunales)","bosque de pino, bosque de encino, matorral xerófilo, selva baja caducifolia",Frontera Sur Istmo y Pacífico Sur
389,CONANP-362/2013,Siete Cumbres Guadalupe Cuautepec,463.4676,San Juan Bautista Suchitepec,Oaxaca,2013,15,"Comunidad 
(Bienes comunales)","bosque de encino, sabana de tascate, selva baja caducifolia, palmar de brahea, matorral xerófilo, bosque de galería",Frontera Sur Istmo y Pacífico Sur
390,CONANP-363/2014,ANP Loma de Enmedio y Tetzitzilica,26.975342,Tlaxco,Tlaxcala,2014,15,Persona física,"bosque alpino de abies, bosque de pino-encino",Centro y Eje Neovolcánico
391,CONANP-364/2014,Sáta Sííka,91.1548,Ixpantepec Nieves,Oaxaca,2014,15,"Comunidad 
(Bienes comunales)","selva baja caducifolia, bosque de encino",Frontera Sur Istmo y Pacífico Sur
392,CONANP-365/2014,Reserva Natural El Portezuelo IV,"2,039.78",La Paz,Baja California Sur,2014,99,Persona moral,"matorral xeroripario, matorral xerófilo sarcocrasicaule, oasis y manantiales",Península de Baja California y Pacífico Norte
393,CONANP-366/2014,Parcela No 22 Z-1 P1/1,85.666777,Asunción Ixtaltepec,Oaxaca,2014,30,"Ejido 
(Parcela)","selva baja caducifolia, selva mediana subcaducifolia, sabana de pino-encino, selva espinosa, matorral xerófilo",Frontera Sur Istmo y Pacífico Sur
394,CONANP-367/2014,Parcela No 93 Z-1 P1/1,72.772249,Asunción Ixtaltepec,Oaxaca,2014,15,"Ejido 
(Parcela)","selva baja caducifolia, selva mediana subcaducifolia, sabana de pino-encino, selva espinosa, matorral xerófilo",Frontera Sur Istmo y Pacífico Sur
395,CONANP-368/2014,Reserva Ecológica Llanos de Magdalena II,445.522518,Comondú,Baja California Sur,2014,99,Persona moral,"matorral xerófilo halófito, matorral xerófilo micrófilo, matorral xerófilo sarco-crasicaule, manglar",Península de Baja California y Pacífico Norte
396,CONANP-370/2014,Área Natural Protegida Ejido Miguel Lira y Ortega Santuario de la Luciérnaga,275.561,Nanacamilpa de Mariano Arista,Tlaxcala,2014,15,"Ejido
(Tierras de Uso Común)","bosque alpino de abies, bosque de pino-encino",Centro y Eje Neovolcánico
397,CONANP-371/2014,Parcela No 221 Z-1 P1/1,178.513454,Asunción Ixtaltepec,Oaxaca,2014,40,Persona física,"selva alta perennifolia, selva mediana subperennifolia, selva baja caducifolia, sabana",Frontera Sur Istmo y Pacífico Sur
398,CONANP-372/2014,Parcela No 262 Z-1 P1/1,141.157414,Asunción Ixtaltepec,Oaxaca,2014,40,Persona física,"selva baja caducifolia, selva mediana subperennifolia, sabana",Frontera Sur Istmo y Pacífico Sur
399,CONANP-373/2014,Sata Yuku N'daa (Atrás del Cerro de La Mano),625.028955,Tezoatlan de Segura y Luna,Oaxaca,2014,15,"Comunidad 
(Bienes comunales)","selva baja caducifolia, bosque espinoso, bosque de encino",Frontera Sur Istmo y Pacífico Sur
400,CONANP-374/2014,Jardín Botánico El Charco del Ingenio,66.121628,San Miguel de Allende,Guanajuato,2014,99,Persona moral,"matorral xerófilo, bosque espinoso, vegetación acuática, bosque de galería",Occidente y Pacífico Centro
401,CONANP-375/2014,Predio San José,50,Matías Romero Avendaño,Oaxaca,2014,50,Persona física,selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
402,*CONANP-376/2014,Reserva Privada Bosque Antiguo A.C,373.25,Bolaños,Jalisco,2014,50,Persona moral,"selva baja caducifolia, bosque de pino-encino, bosque de encino, bosque de pino",Occidente y Pacífico Centro
403,CONANP-377/2014,Cerro del Organal,229,San Marcos Arteaga,Oaxaca,2014,15,"Ejido
(Tierras de Uso Común)","selva baja caducifolia, matorral xerófilo",Frontera Sur Istmo y Pacífico Sur
404,*CONANP-378/2014,CostaSalvaje WildLands II,"3,846.85",Ensenada,Baja California,2014,99,Persona moral,"matorral xerófilo, sarco-crasicaule, matorral xerófilo halófito",Península de Baja California y Pacífico Norte
405,CONANP-379/2014,Reserva Natural Punta Mazo,832.4685758,Ensenada,Baja California,2014,99,Persona moral,"matorral de dunas costeras, matorral costero, matorral halófito, pastizal halófito y marisma",Península de Baja California y Pacífico Norte
406,CONANP-380/2014,Reserva Ecológica Bahía Santa María II,840.103088,Angostura,Sinaloa,2014,99,Persona moral,"manglar, vegetación halofita y vegetación subacuatica.",Noroeste y Alto Golfo de California
407,CONANP-381/2014,Reserva Ecológica Bahía Santa María I,292.795552,Angostura,Sinaloa,2014,99,Persona moral,"manglar, vegetación halofita y vegetación subacuatica",Noroeste y Alto Golfo de California
408,CONANP-382/2015,La Mariquita,"2,195.89",Cananea,Sonora,2015,99,Público Federal,"pastizal-mezquite, tascate, bosque de encino, bosque de pino",Noroeste y Alto Golfo de California
409,CONANP-383/2015,Barranca Honda,51.3493,Ocozocoautla de Espinosa,Chiapas,2015,15,Persona física,selva alta perennifolia y bosque mesófilo de montaña,Frontera Sur Istmo y Pacífico Sur
410,CONANP-384/2015,Las Maravillas Lote 8,127.7063,San Juan Guichicovi,Oaxaca,2015,15,Persona física,selva alta perennifolia y selva mediana perennifolia,Frontera Sur Istmo y Pacífico Sur
411,CONANP-385/2015,El Diamante,150,San Pedro Tapanatepec,Oaxaca,2015,30,Persona física,selva baja caducifolia,Frontera Sur Istmo y Pacífico Sur
412,CONANP-386/2015,Rancho Pipos,8.4339,Palenque,Chiapas,2015,50,Persona física,selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
413,CONANP-387/2015,Los Naranjos,150,San Pedro Tapanatepec,Oaxaca,2015,30,Persona física,selva baja caducifolia,Frontera Sur Istmo y Pacífico Sur
414,*CONANP-388/2015,"Santuario para el Águila Real en los Bienes Comunales de San José de Gracia, Aguascalientes","6,170.00",San José de Gracia,Aguascalientes,2015,30,"Comunidad 
(Bienes comunales)","bosque de encino, pastizal natural, vegetación riparia, izotal, bosque de encino-pino
",Occidente y Pacífico Centro
415,CONANP-389/2015,La Llorona,50,Matías Romero Avendaño,Oaxaca,2015,50,Persona física,selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
416,CONANP-390/2015,Área de Germoplasma Relevante Rancho La Puerta,"1,379.78",Saltillo,Coahuila,2015,15,Persona física,"sabande coníferas,  matorral desértico rosetófilo, matorral desértico micrófilo, matorral desértico crasicaule, pradera.",Noreste y Sierra Madre Oriental
417,CONANP-391/2016,La Herradura,177,San Pedro Tapanatepec,Oaxaca,2016,30,Persona física,selva baja caducifolia,Frontera Sur Istmo y Pacífico Sur
418,CONANP-392/2016,Santha Martha,479.02,Loreto,Baja California Sur,2016,73,Persona moral,matorral sarcocaule y vegetación riparia,Península de Baja California y Pacífico Norte
419,*CONANP-393/2016,CostaSalvaje WildLands III,"6,029.61",Ensenada,Baja California,2016,89,Persona moral,"matorral xerófilo, sarco-crasicaule, matorral xerófilo halófito",Península de Baja California y Pacífico Norte
420,CONANP-394/2016,Las Gatas,61.3683982,Puerto Morelos,Quintana Roo,2016,99,Persona física,selva mediana subperennifolia ,Península de Yucatán y Caribe Mexicano
421,CONANP-395/2016,Las Nubes,424.289471,Mapastepec,Chiapas,2016,15,"Comunidad 
(Bienes comunales)",selva alta perennifolia y selva mediana subperennifolia,Frontera Sur Istmo y Pacífico Sur
422,CONANP-396/2016,El Rosario,49.7459,Tapachula,Chiapas,2016,15,Persona física,selva baja caducifolia,Frontera Sur Istmo y Pacífico Sur
423,CONANP-398/2016,El Quemado,"1,896.68",Casas Grandes,Chihuahua,2016,99,Persona física,"pastizal natural, bosque de encino y matorral.",Norte y Sierra Madre Occidental
