"advc_uuid","federal_entity","municipality","id_type_property","id_region_conanp","certificate_number","advc_name","certification_year","validity","main_ecosystems","surface","has_overlap"
386,20,Asunción Ixtaltepec,1,8,CONANP-366/2014,Parcela No 22 Z-1 P1/1,2014,"30","selva baja caducifolia, selva mediana subcaducifolia, sabana de pino-encino, selva espinosa, matorral xerófilo",85.666777,0
387,20,Asunción Ixtaltepec,1,8,CONANP-367/2014,Parcela No 93 Z-1 P1/1,2014,"15","selva baja caducifolia, selva mediana subcaducifolia, sabana de pino-encino, selva espinosa, matorral xerófilo",72.772249,0
388,3,Comondú,3,1,CONANP-368/2014,Reserva Ecológica Llanos de Magdalena II,2014,"99","matorral xerófilo halófito, matorral xerófilo micrófilo, matorral xerófilo sarco-crasicaule, manglar",445.522518,0
389,29,Nanacamilpa de Mariano Arista,1,7,CONANP-370/2014,Área Natural Protegida Ejido Miguel Lira y Ortega Santuario de la Luciérnaga,2014,"15","bosque alpino de abies, bosque de pino-encino",275.561,0
390,20,Asunción Ixtaltepec,3,8,CONANP-371/2014,Parcela No 221 Z-1 P1/1,2014,"40","selva alta perennifolia, selva mediana subperennifolia, selva baja caducifolia, sabana",178.513454,0
391,20,Asunción Ixtaltepec,3,8,CONANP-372/2014,Parcela No 262 Z-1 P1/1,2014,"40","selva baja caducifolia, selva mediana subperennifolia, sabana",141.157414,0
392,20,Tezoatlan de Segura y Luna,1,8,CONANP-373/2014,Sata Yuku N'daa (Atrás del Cerro de La Mano),2014,"15","selva baja caducifolia, bosque espinoso, bosque de encino",625.028955,0
393,11,San Miguel de Allende,3,6,CONANP-374/2014,Jardín Botánico El Charco del Ingenio,2014,"99","matorral xerófilo, bosque espinoso, vegetación acuática, bosque de galería",66.121628,0
394,20,Matías Romero Avendaño,3,8,CONANP-375/2014,Predio San José,2014,"50",selva alta perennifolia,50,0
395,20,San Marcos Arteaga,1,8,CONANP-377/2014,Cerro del Organal,2014,"15","selva baja caducifolia, matorral xerófilo",229,0
396,23,Benito Juárez,3,9,*CONANP-357/2013,Reserva Privada Moon Palace,2013,"15","manglar, pastizal, tasistal, selva baja caducifolia",315.731,1
397,14,Bolaños,3,6,*CONANP-376/2014,Reserva Privada Bosque Antiguo A.C,2014,"50","selva baja caducifolia, bosque de pino-encino, bosque de encino, bosque de pino",373.25,1
398,2,Ensenada,3,1,*CONANP-378/2014,CostaSalvaje WildLands II,2014,"99","matorral xerófilo, sarco-crasicaule, matorral xerófilo halófito",3846.848008,1
399,2,Ensenada,3,1,CONANP-379/2014,Reserva Natural Punta Mazo,2014,"99","matorral de dunas costeras, matorral costero, matorral halófito, pastizal halófito y marisma",832.468576,0
400,25,Angostura,3,2,CONANP-380/2014,Reserva Ecológica Bahía Santa María II,2014,"99","manglar, vegetación halofita y vegetación subacuatica.",840.103088,0
401,25,Angostura,3,2,CONANP-381/2014,Reserva Ecológica Bahía Santa María I,2014,"99","manglar, vegetación halofita y vegetación subacuatica",292.795552,0
402,26,Cananea,2,2,CONANP-382/2015,La Mariquita,2015,"99","pastizal-mezquite, tascate, bosque de encino, bosque de pino",2195.890575,0
404,20,San Juan Guichicovi,3,8,CONANP-384/2015,Las Maravillas Lote 8,2015,"15",selva alta perennifolia y selva mediana perennifolia,127.7063,0
405,20,San Pedro Tapanatepec,3,8,CONANP-385/2015,El Diamante,2015,"30",selva baja caducifolia,150,0
406,7,Palenque,3,8,CONANP-386/2015,Rancho Pipos,2015,"50",selva alta perennifolia,8.4339,0
407,20,San Pedro Tapanatepec,3,8,CONANP-387/2015,Los Naranjos,2015,"30",selva baja caducifolia,150,0
408,20,Matías Romero Avendaño,3,8,CONANP-389/2015,La Llorona,2015,"50",selva alta perennifolia,50,0
409,5,Saltillo,3,4,CONANP-390/2015,Área de Germoplasma Relevante Rancho La Puerta,2015,"15","sabande coníferas,  matorral desértico rosetófilo, matorral desértico micrófilo, matorral desértico crasicaule, pradera.",1379.78,0
410,20,San Pedro Tapanatepec,3,8,CONANP-391/2016,La Herradura,2016,"30",selva baja caducifolia,177,0
411,3,Loreto,3,1,CONANP-392/2016,Santha Martha,2016,"73",matorral sarcocaule y vegetación riparia,479.02,0
412,23,Puerto Morelos,3,9,CONANP-394/2016,Las Gatas,2016,"99",selva mediana subperennifolia ,61.368398,0
413,7,Mapastepec,1,8,CONANP-395/2016,Las Nubes,2016,"15",selva alta perennifolia y selva mediana subperennifolia,424.289471,0
414,7,Tapachula,3,8,CONANP-396/2016,El Rosario,2016,"15",selva baja caducifolia,49.7459,0
415,8,Casas Grandes,3,3,CONANP-398/2016,El Quemado,2016,"99","pastizal natural, bosque de encino y matorral.",1896.679298,0
416,20,Matías Romero Avendaño,3,8,CONANP-399/2017,Zerimar,2017,"50",selva alta perennifolia,50,0
417,3,Comondú,3,1,CONANP-400/2017,Reserva Ecológica Llanos de Magdalena III,2017,"88","matorral xerófilo halófito, matorral xerófilo micrófilo, matorral xerófilo sarco-crasicaule y manglar",217.692884,0
418,25,Mazatlán,3,2,CONANP-401/2017,Paco´s Reserva de Flora y Fauna,2017,"99",selva baja caducifolia,10.020644,0
419,7,El Parral,3,8,CONANP-402/2017,Grutas de Montecristo,2017,"15",selva baja caducifolia,7.079385,0
420,20,Matías Romero Avendaño,3,8,CONANP-403/2017,La Victoria,2017,"50",selva alta perennifolia,50,0
421,20,San Juan Guichicovi,3,8,CONANP-404/2017,Rancho Guaabñagob,2017,"30",selva alta perennifolia,116.6531,0
422,20,Matías Romero Avendaño,3,8,CONANP-405/2017,El Michoacano,2017,"50",selva alta perennifolia,50,0
423,2,Ensenada,3,1,CONANP-407/2017,Reserva Natural Monte Ceniza,2017,"99",matorral rosetófilo costero y pastizal halófilo,803.4064,0
424,25,Elota,3,2,CONANP-408/2017,Reserva El Chirimole,2017,"30",bosque de encino y selva baja caducifolia,469.107815,0
425,25,Angostura,3,2,CONANP-409/2017,Reserva Ecológica Bahía Santa María III,2017,"87","bosque espinoso caducifolio, manglar, pastizal halófito y humedal",506.157792,0
426,20,Asunción Ixtaltepec,3,8,CONANP-411/2017,Rancho el Roble,2017,"30",selva baja caducifolia,230.351788,0
427,20,Santiago Ayuquililla,1,8,CONANP-412/2017,Las Palmillas de Cerro Verde,2017,"99",bosque de encino y selva baja caducifolia,973.6708,0
428,20,Santiago Ayuquililla,1,8,CONANP-414/2017,Agua Buena,2017,"15","bosque de pino, bosque de pino-encino y bosque de encino",1190,0
429,20,Juchitán de Zaragoza,1,8,CONANP-415/2017,Zona de Uso Común 1 y 2,2017,"30","selva baja caducifolia, selva mediana subcaducifolia, selva mediana subperennifolia y enclaves de matorral xerófilo, vegetación de zonas inundables y palmares",2178.308997,0
430,20,San Juan Mazatlán,3,8,CONANP-416/2017,Rancho Los Manantiales,2017,"30",selva alta perennifolia,100,0
431,8,Gudalupe y Calvo,2,3,CONANP-417/2017,Reserva Ecológica Presa El Caldillo,2017,"99",bosque de pino,68.318877,0
432,4,Calakmul,1,9,CONANP-422/2017,N.C.P.E Santa Rosa,2017,"15",selva mediana subperennifolia,4514.236396,0
433,4,Calakmul,1,9,CONANP-423/2017,Ejido Carlos A. Madrazo,2017,"15",selva mediana subperennifolia,864.030076,0
434,4,Calakmul,1,9,CONANP-425/2017,N.C.P.E. Lic. Manuel Crescencio Rejón,2017,"15",selva mediana subperennifolia,6205.850198,0
435,2,Ensenada,3,1,*CONANP-393/2016,CostaSalvaje WildLands III,2016,"89","matorral xerófilo, sarco-crasicaule, matorral xerófilo halófito",6029.608147,1
436,7,Jiquipilas,2,8,*CONANP-406/2017,Los Bordos,2017,"50","selva baja caducifolia, selva mediana subperennifolia, sabana y pastizal",3153.927,1
437,7,Ocozocoautla de Espinosa,3,8,*CONANP-410/2017,Finca El Corinto,2017,"99","selva baja espinosa perennifolia, selva baja espinosa caducifolia y selva baja subperennifolia",499.4022,1
438,7,La Concordia,3,8,*CONANP-413/2017,El Paraíso del Jaguar,2017,"99","bosque mesófilo de montaña, bosque de pino-encino, bosque de encino-pino y vegetación ribereña",518.5,1
439,4,Calakmul,1,9,*CONANP-418/2017,N.C.P.E. Centauro del Norte,2017,"15",selva mediana subperennifolia,9722.754588,1
440,4,Calakmul,1,9,*CONANP-419/2017,N.C.P.E Dos Lagunas,2017,"15",selva mediana subperennifolia,4227.539966,1
441,4,Calakmul,1,9,*CONANP-420/2017,Ejido Puebla de Morelia,2017,"15",selva mediana subperennifolia,1696.39189,1
442,4,Calakmul,1,9,*CONANP-421/2017,Ejido Kilómetro 120,2017,"15",selva mediana subperennifolia,9113.47861,1
443,4,Calakmul,1,9,*CONANP-424/2017,Ejido Ley de Fomento Agropecuario,2017,"15",selva mediana subperennifolia,4276.801261,1
444,20,Huajapan de León,3,8,CONANP-427/2018,Cañada del Otate,2018,"15","bosque de encino
bosque de galería
selva baja caducifolia",450,0
445,27,Balancán,3,5,CONANP-429/2018,Los Mangos,2018,"50",humedales del sur del golfo de méxico,332.2235,0
446,29,Nanacamilpa de Mariano Arista,3,7,CONANP-430/2018,Fracción Tercera del Ex-Rancho Buenavista,2018,"15",bosque de pino- encino,7.04,0
447,8,Coyame del Sotol,3,3,CONANP-431/2018,Dulce Amparo de Águila,2018,"99",matorral desértico micrófilo y rosetófilo y chaparral,1356.14279,0
448,20,San Juan Bautista Valle Nacional,1,8,CONANP-432/2018,Área de Conservación de San Rafael Agua Pescadito,2018,"15",selva alta y mediana subperennifolia,3500,0
449,23,Puerto Morelos,3,9,CONANP-433/2018,Biól. Julio Berdegué Aznar,2018,"78","manglar, humedales y petenes",23.1,0
450,20,San Juan Guichicovi,3,8,CONANP-436/2018,El Guarumbo,2018,"25","selva alta perennifolia con elementos de selva mediana subperennifolia, bosque mesófilo de montaña, bosque de pino-encino y chaparreras",70.25,0
451,15,Amecameca,1,7,CONANP-437/2018,Tetlalcolulco Lugar Sagrado Santa Isabel Chalma,2018,"50","bosque de oyamel, bosque de pino, bosque de cedro, bosque de latifoliadas, pastizal natural y vegetación secundaria de pino",300,0
452,26,Álamos,3,2,CONANP-438/2018,Parque La Colorada de Álamos,2018,"30",selva baja caducifolia,109.571885,0
453,8,Guadalupe y Calvo,1,3,CONANP-439/2018,Potrero de La Lumbre,2018,"99","bosque de pino, bosque de encino, selva baja caducifolia y bosque de pino-encino",5453.2,0
454,17,Jiutepec,2,7,CONANP-440/2018,ADVC-IMTA,2018,"15",selva baja caducifolia y vegetación riparia,20.07793,0
455,4,Champotón,1,9,CONANP-441/2019,Área de Conservación Moku,2019,"30",selva mediana subperennifolia y selva baja subperennifolia,20145.26,0
456,5,Saltillo,3,4,CONANP-443/2019,Loma del Gorrión,2019,"20","matorral desértico micrófilo, matorral desértico rosetófilo y pastizal natural",114,0
457,21,Hueyapan,3,5,CONANP-445/2019,Calapa,2019,"15","bosque mesófilo de miontaña, bosque de encino pino y vegetación riparia ",93.971573,0
458,14,Lagos de Moreno,3,6,CONANP-446/2019,Potrero El Muerto,2019,"15",bosque de encino,150,0
459,28,Ocampo,3,4,CONANP-447/2019,Rancho Regalo de Dios,2019,"99","selva baja caducifolia, subcaducifolia y bosque de encino",750,0
460,18,Compostela,1,6,CONANP-449/2019,Reserva Pajaritos,2019,"15",selva mediana subcaducifolia ,10,0
461,23,Othón P. Blanco,1,9,CONANP-450/2019,Laguna Om,2019,"30","selva baja inundable, selva baja espinosa subperennifolia y selva mediana subperennifolia",35000,0
462,14,Puerto Vallarta,1,6,CONANP-451/2019,Zona de Conservación Arroyo Texas,2019,"15",selva mediana subcaducifolia y bosque de pino-encino,64,0
463,18,Compostela,1,6,CONANP-452/2019,Jalcote,2019,"15","vegetación secundaria arbórea de selva mediana subcaducifolia,",31,0
464,20,San Lucas Ojitlán,1,8,CONANP-453/2019,Área de Conservación del Ejido Cerro de Oro,2019,"20",vegetación de selva alta subperennifolia,907.4592,0
465,3,La Paz,3,1,CONANP-454/2019,Reserva Natural  El Portezuelo V,2019,"80","matorral sarcocaule, matorral sarcocrasicaule, xeroripario, palmares, manantiales, playas arenosas y  lagunas estacionales",2151.97,0
466,2,Ensenada,3,1,CONANP-455/2019,Los Montes de San Pedro II,2019,"99","chaparral, bosque de pino y bosque de galería",1212.325531,0
467,2,Ensenada,3,1,CONANP-456/2019,Los Montes de San Pedro I,2019,"99",chaparral y bosque de pino,2554.549511,0
468,20,Salina Cruz,1,8,CONANP-458/2019,Tecuani Piedra Cuachi,2019,"30","selva baja caducifolia, vegetación secundaria arbórea de selva baja caducifolia, vegetación secundaria arbustiva de selva baja caducifolia,  pastizal ",1035.656433,0
469,15,Texcoco,1,7,CONANP-459/2019,Ejido Santigo Coltzingo,2019,"15",bosque de pino y bosque de oyamel,141.234006,0
470,18,Bahía de banderas,1,6,CONANP-462/2019,Área de Conservación Vallejo,2019,"15","bosque alpino de abies, bosque de pino encino",104,0
471,18,San Blas,1,6,CONANP-463/2019,Zona de Conservación Tamichilchi,2019,"15",bosque de encino y bosque mesófilo de montaña,50,0
472,20,San Miguel Soyaltepec,1,8,CONANP-464/2020,Área de Conservación de Cerro Agua Platanar,2020,"15",vegetación de selva alta o mediana subperennifolia ,1943.08,0
473,20,Santa María Jacatepec,1,8,CONANP-465/2020,Reserva Ejidal Vega del Sol,2020,"15",vegetación de selva alta perennifolia,1823.812021,0
474,13,Tecozautla,2,7,CONANP-466/2020,Terreno Nacional El Tinthé,2020,"99",matorral crasicaule ,98.76,0
475,21,Amozoc,2,7,CONANP-467/2020,Flor del Bosque,2020,"90",bosque de encino,687.42,0
476,2,San Quintín,2,1,CONANP-468/2021,Reserva Natural San Quintín,2021,"99",matorral rosetófilo costero ,201,0
477,4,Calakmul,1,9,*CONANP-428/2018,Ejido Nuevo Becal,2018,"15",selva mediana subperennifolia,50689.932347,1
478,4,Carmen,3,5,*CONANP-434/2018,Reserva Ecológica Kanan Balam,2018,"50",selva mediana subcaducifolia,3073.31,1
479,2,Ensenada,3,1,*CONANP-442/2019,Costa Salvaje  WildLands IV,2019,"99","vegetación halófila xerófila, matorral sarco-crasicaule, matorral rosetófilo costero, matorral desértico rosetófilo, parches de vegetación de dunas costeras y vegetación de galería",4187.364141,1
480,14,La Huerta,3,6,*CONANP-444/2019,Rancho Don Andrés,2019,"42","bosque tropical caducifolio, bosque tropical subcaducifolio, manglar, vegetación halófila costera y matorral halófilo costero",196.753,1
481,14,Puerto Vallarta,1,6,*CONANP-448/2019,Zona de Conservación Cañada Larga,2019,"15","selva mediana subcaducifolia, bosque de pino - encino y vegetación secundaria arbustiva de selva mediana",235,1
482,2,Ensenada,3,1,*CONANP-457/2019,Los Montes de San Pedro III,2019,"99",chaparral y bosque de pino,735.692388,1
483,14,Puerto Vallarta,1,6,*CONANP-460/2019,Reserva Ejidal Peñas Blancas,2019,"15",bosque de pino-encino,29,1
484,18,Compostela,1,6,*CONANP-461/2019,Cerro del Negro,2019,"15",bosque de pino-encino ,151,1
485,8,Bocoyna ,1,3,CONANP-469/2021,Ejido San Ignacio de Arareco,2021,"15","bosque de encino, bosque de encino-pino, bosque de pino y vegetación secundaria arbórea y arbustiva de bosque de pino",3917.879891,0
486,8,Bocoyna ,1,3,CONANP-471/2021,Ejido Panalachi,2021,"15","vegetación de pino, vegetación secundaria arbustiva y arbórea de bosque de pino y de pino-encino",4100.08,0
547,30,Tlaltetela,1,5,CONANP-538/2023,El Angostillo,2023,"15","vegetación secundaria arbórea de bosque de encino, vegetación arbóreas y arbustiva de selva baja caducifolia",473.432263,0
487,20,Santa María Guienagati,1,8,CONANP-472/2021,Santa María Guienagati,2021,"15","selva baja caducifolia y bosque mesófilo de montaña, vegetación secundaria arbórea y arbustiva de selva baja caducifolia, de bosque mesófilo de montaña y de pino-encino",29818.81,0
488,4,Hopelchén,1,9,CONANP-473/2021,Katab,2021,"20",vegetación secundaria arbórea de selva mediana subcaducifolia,153,0
489,4,Hopelchén,1,9,CONANP-474/2021,Ich-Ek,2021,"23",vegetación secundaria arbórea de selva mediana subcaducifolia ,153,0
490,4,Hopelchén,1,9,CONANP-475/2021,Xcupilcacab,2021,"21",vegetación secundaria arbórea de selva mediana subcaducifolia,150,0
491,4,Hopelchén,1,9,CONANP-476/2021,Ramón Corona,2021,"26",vegetación secundaria arbórea de selva mediana subcaducifolia,142,0
492,13,Huasca de Ocampo,3,7,CONANP-477/2021,Rancho Santa Elena,2021,"30","bosque de pino-encino, bosque de pino, bosque de encino y vegetación ribereña ",827.170201,0
493,20,Santo Domingo Petapa,1,8,CONANP-478/2021,Guiexoxa - Guishido Nabajni,2021,"30",selva mediana subperennifolia y bosque de pino-encino,26811.911214,0
494,24,El Naranjo,3,4,CONANP-479/2021,Olla Verde,2021,"15",bosque de encino,157,0
495,24,El Naranjo,3,4,CONANP-480/2021,Hoya Verde I,2021,"15",bosque de encino,303,0
496,24,El Naranjo,3,4,CONANP-481/2021,Hoya Verde II,2021,"15",bosque de encino,711,0
497,15,Ocuilán,1,7,CONANP-482/2022,Atzingo,2022,"20",bosque mesófilo de montaña y bosque de pino,1635.37,0
498,15,Amecameca,1,7,CONANP-483/2022,Ejido Emiliano Zapata,2022,"50",bosque de pino y bosque de encino,59.496186,0
499,4,Hopelchén,1,9,CONANP-484/2022,Rancho Xcalot Akal,2022,"27",vegetación secundaria arbórea de selva mediana subcaducifolia ,136,0
500,4,Hopelchén,1,9,CONANP-485/2022,San Juan Bautista Sahcabchén,2022,"24",vegetación secundaria arbórea de selva mediana subcaducifolia ,144,0
501,4,Calakmul,1,9,CONANP-486/2022,Ejido Gral. Heriberto Jara,2022,"15","selva mediana subperennifolia, vegetación secundaria arbórea y arbustiva de selva mediana subperennifolia y selva baja espinosa subperennifolia",1995.55,0
502,4,Calakmul,1,9,CONANP-487/2022,Ejido La Nueva Vida,2022,"15","selva mediana subperennifolia, vegetación secundaria arbórea de selva mediana subperennifolia y vegetación arbustiva de selva baja espinosa subperennifolia",2387.792881,0
503,4,Calakmul,1,9,CONANP-488/2022,Ing. Eugenio Echeverría Castellot no. 2,2022,"15",vegetación secundaria arbórea y arbustiva de selva mediana subperennifolia,1009.31,0
504,4,Calakmul,1,9,CONANP-489/2022,Xpujil,2022,"15","selva mediana subperennifolia, vegetación secundaria arbórea y arbustiva de selva baja subperennifolia",5579.648712,0
505,4,Calakmul,1,9,CONANP-490/2022,Narciso Mendoza,2022,"50",selva mediana subperennifolia y vegetación secundaria arbórea y arbustiva de selva mediana subperennifolia,2775,0
565,20,San Juan Bautista Guelache,1,8,CONANP-556/2024,La Siempre Viva,2024,"15",bosque de pino-encino,1298,0
506,4,Calakmul,1,9,CONANP-491/2022,El Porvenir,2022,"15",vegetación secundaria arbórea y arbustiva de selva baja espinosa subperennifolia,1353.21,0
507,4,Calakmul,1,9,CONANP-492/2022,El Refugio,2022,"50",vegetación secundaria arbórea y arbustiva de selva alta y mediana subperennifolia,854.1,0
508,4,Calakmul,1,9,CONANP-493/2022,Ejido El Chichonal,2022,"15",selva mediana subperennifolia y vegetación secundaria arbórea de selva mediana subperennifolia,1003.764775,0
509,12,Técpan de Galeana,1,7,CONANP-494/2022,Cordón Grande,2022,"50","bosque mesófilo de montaña, bosque de pino-encino, bosque de encino-pino y selva mediana subcaducifolia",8573,0
510,3,La Paz,3,1,CONANP-495/2022,Non-Such,2022,"20",matorral crasicaule y matorral sarco-crasicaule,80,0
511,25,Angostura,3,2,CONANP-496/2022,Reserva Ecológica Bahía de Santa María V,2022,"82",vegetación halófila hidrófila y manglar,69.56,0
512,3,Comondú,3,1,CONANP-497/2022,Reserva Ecológica Llanos de Magdalena IV,2022,"82",matorral sarcocrasicaule de niebla y vegetación halófila gipsófila,292.162028,0
513,8,Guachochi,1,3,CONANP-498/2022,Caborachi,2022,"15","bosque de pino, bosque de pino-encino",852,0
514,28,Reynosa,3,4,CONANP-499/2022,Reserva Natural Geococcyx,2022,"20",vegetación secundaria arbustiva de matorral espinoso tamaulipeco,70,0
515,8,Guachochi,1,3,CONANP-500/2022,Norogachi,2022,"15","bosque de pino, bosque de pino-encino",15558,0
516,20,San Miguel Chimalapa,1,8,CONANP-501/2022,Cerro El Chilar,2022,"30",selva baja caducifolia,796.559349,0
517,2,Ensenada,1,1,CONANP-502/2023,Cordillera Molina,2023,"15","matorral desértico micrófilo, bosque de pino, chaparral, matorral desértico rosetófilo, vegetación de galería y pastizal natural",18034.355696,0
518,20,Acatlán de Pérez Figueroa,1,8,CONANP-503/2023,La Cañada San Antonio,2023,"15",selva alta perennifolia y vegetación secundaria arbustiva de selva alta perennifolia,438.205711,0
519,23,Benito Juárez,3,9,CONANP-505/2023,Bios Petempich,2023,"83",manglar,236.14,0
520,7,Escuintla,1,8,CONANP-506/2023,Ovando La Piñuela,2023,"15","bosque de pino, bosque mesófilo de montaña, selva alta perennifolia y vegetación secundaria de selva alta perennifolia",2790.8054,0
521,7,Teopisca,3,8,CONANP-507/2023,Rancho Evergreen,2023,"15","vegetación secundaria arbustiva de bosque de encino-pino, vegetación secundaria arbustiva de bosque de pino-encino y bosque de pino-encino",37.041245,0
522,4,Champotón,3,9,CONANP-508/2023,El Fénix,2023,"15","selva mediana subperennifolia, selva baja espinosa subperennifolia y vegetación secundaria arbórea de selva mediana subperennifolia",801.352719,0
523,14,Mascota,3,6,CONANP-509/2023,La Ocotera,2023,"15",vegetación secundaria arbustiva de bosque de pino-encino,17.59,0
524,8,Bocoyna ,1,3,*CONANP-470/2021,Área Ribereña Ejido Bocoyna,2021,"15","vegetación de pino, encino-pino y vegetación secundaria arbustiva de bosque de pino",3070.399734,1
525,4,Calakmul,1,9,CONANP-510/2023,La Moza,2023,"15","selva mediana subperennifolia, vegetación secundaria arbustiva de la selva baja espinosa subperennifolia, vegetación secundaria arbórea de la selva mediana subperennifolia",5000.009559,0
526,3,La Paz,1,1,CONANP-511/2023,Área de Conservación de Los Cactus,2023,"15",selva baja caducifolia,60,0
527,14,Cabo Corrientes,1,6,CONANP-512/2023,Tabernillas,2023,"15",vegetación secundaria arbórea de bosque de encino,39,0
528,20,Santa María Chimalapa,1,8,CONANP-514/2023,Reserva Comunal Tres Picos,2023,"30","vegetación secundaria arbustiva de selva mediana subperennifolia, selva alta perennifolia y bosque mesófilo de montaña; así como vegetación secundaría arbórea de selva alta perennifolia, selva mediana subperennifolia, selva alta perennifolia, pastizal inducido y cultivado; bosque de pino-encino, bosque de pino, bosque de encino, bosque de encino-pino ",224204.38,0
529,20,Santa María Chimalapa,1,8,CONANP-515/2023,Reserva Comunal Cerro Azul,2023,"30","vegetación secundaria arbórea de selva alta perennifolia,  secundaria arbustiva de selva alta perennifolia, selva alta perennifolia ",3555.33,0
530,20,Santa María Chimalapa,1,8,CONANP-516/2023,Reserva Comunal La Gringa Zona Oriente,2023,"30","vegetación secundaria arbustiva de selva alta perennifolia, de bosque mesófilo de montaña y de bosque de pino-encino; así como vegetación secundaria arbórea de selva alta perennifolia y de bosque de pino-encino; selva alta perennifolia, pastizal cultivado, bosque mesófilo de montaña, bosque de pino-encino, bosque de pino, bosque de encino-pino",107119.19,0
531,20,San Miguel Chimalapa,1,8,CONANP-517/2023,Reserva Comunal Cerro Atravezado,2023,"30","vegetación bosque de encino, bosque de encino-pino, bosque de pino, bosque de pino-encino, pastizal cultivado, pastizal inducido, selva mediana subperennifolia, vegetación secundaria arbórea de selva baja caducifolia, vegetación secundaria arbórea de selva mediana subperennifolia, vegetación secundaria arbustiva de bosque de encino, vegetación secundaria arbustiva de bosque de pino, vegetación secundaria arbustiva de bosque mesófilo de montaña, vegetación secundaria arbustiva de selva baja caducifolia y vegetación secundaria arbustiva de selva mediana subperennifolia ",25701.47,0
532,20,San Miguel Chimalapa,1,8,CONANP-518/2023,Reserva Comunal Cerro Prieto,2023,"30","vegetación bosque de encino, bosque de encino-pino, bosque de pino, bosque de pino-encino, pastizal cultivado, pastizal inducido, selva mediana subperennifolia, vegetación secundaria arbórea de selva baja caducifolia, vegetación secundaria arbórea de selva mediana subperennifolia, vegetación secundaria arbustiva de bosque de encino, vegetación secundaria arbustiva de bosque de pino, vegetación secundaria arbustiva de bosque mesófilo de montaña, vegetación secundaria arbustiva de selva baja caducifolia y vegetación secundaria arbustiva de selva mediana subperennifolia ",24159.71,0
533,20,Guevea de Humboldt,1,8,CONANP-519/2023,Guievea - Flor del Río,2023,"30","bosque de pino-encino, bosque mesófilo de montaña, pastizal cultivado, vegetación secundaria arbórea de bosque de pino-encino, vegetación secundaria arbórea de bosque mesófilo de montaña, vegetación secundaria arbustiva de bosque de pino-encino, vegetación secundaria arbustiva de bosque mesófilo de montaña",20424,0
566,20,Santa María del Tule,1,8,CONANP-557/2024,La Mina,2024,"15",bosque de encino,795,0
534,12,Petatlán,1,7,CONANP-520/2023,San José de Los Olivos,2023,"60","bosque de pino, bosque de pino-encino, pastizal cultivado, vegetación secundaria arbórea de selva mediana subcaducifolia vegetación secundaria arbustiva de bosque de pino y vegetación secundaria arbustiva de selva mediana subcaducifolia",1350.978738,0
535,12,Coyuca de Catalán,1,7,CONANP-521/2023,Río Frío de los Fresnos,2023,"50","bosque de encino, bosque de encino-pino, bosque de pino, bosque de pino-encino, bosque mesófilo de montaña, pastizal cultivado, pastizal inducido, vegetación secundaria arbórea de bosque de encino, vegetación secundaria arbustiva de bosque de encino-pino, vegetación secundaria arbustiva de bosque de pino y vegetación secundaria arbustiva de bosque de pino-encino",13185,0
536,12,Atoyac de Álvarez,1,7,CONANP-522/2023,Ejido El Porvenir y Anexo El Limón,2023,"99","selva mediana subperennifolia, secundaria arbustiva de bosque mesófilo de montaña, secundaria arbórea de bosque mesófilo de montaña, bosque mesófilo de montaña y bosque de pino-encino",1992.27,0
537,20,San Pedro Comitancillo,1,8,CONANP-524/2023,Cerro de la Garza,2023,"99","bosque de pino, bosque de pino-encino, bosque de ayarín, selva baja caducifolia, vegetación secundaria arbustivas de bosque de encino-pino, ",207.52,0
538,20,San Lucas Ojitlán,1,8,CONANP-525/2023,Cerro El Manantial de Mazín Grande,2023,"15","selva alta perennifolia, vegetación secundaria arbórea de selva alta perennifolia, vegetación secundaria arbustiva de selva alta perennifolia y agricultura de temporal anual y semipermanente",1492.012628,0
539,4,Escárcega,1,9,CONANP-526/2023,Ejido Lic. Benito Juárez no. 3,2023,"15","selva baja espinosa subperennifolia, selva mediana subperennifolia, vegetación secundaria arbórea de selva mediana subperennifolia, vegetación secundaria arbustiva de selva mediana subperennifolia",3000,0
540,25,Angostura,3,1,CONANP-527/2023,Reserva Ecológica Bahía de Santa María IV,2023,"57",vegetación halófila hidrófila y manglar,242.329133,0
541,12,Atoyac de Álvarez,1,7,CONANP-528/2023,San Francisco del Tibor,2023,"99",selva mediana subperennifolia,308.8,0
542,12,Petatlán,1,7,CONANP-529/2023,Verde es Vida,2023,"20","bosque de pino-encino, bosque de encino, pastizal cultivado, selva mediana subcaducifolia, vegetación secundaria arbustiva de bosque de pino, vegetación secundaria arbustiva de bosque de pino-encino, vegetación secundaria arbórea y arbustiva de selva mediana subcaducifolia ",5326.27,0
543,4,Champotón,1,9,CONANP-530/2023,Ley Federal de Reforma Agraria,2023,"15","vegetación secundaria arbórea y arbustiva, selva mediana subperennifolia, manglar, tular ",4079.9163,0
544,12,Atoyac de Álvarez,1,7,CONANP-531/2023,Santiago de la Unión,2023,"99","bosque mesófilo de montaña, vegetación secundaria arbórea y arbustiva de selva mediana subperennifolia",101.96,0
545,26,Caborca,1,2,CONANP-536/2023,Ejido El Bajío,2023,"15","vegetación de desiertos arenosos, matorral sarcocaule, matorral desértico micrófilo",2460.444329,0
546,24,Vanegas,1,4,CONANP-537/2023,Estación Salado,2023,"99","matorral desértico micrófilo, pastizal halófilo, vegetación halófila xerófila",35441.302676,0
